,id,bufa_nr,name,street,house_number,postcode,city,email,contact_url
56,FA157,2386,Osnabrück für Großbetriebsprüfung,Johann-Domann-Str.,6,49080,Osnabrück,Poststelle@fa-gbp-os.niedersachsen.de,
57,FA158,2390,für Fahndung und Strafsachen Braunschweig,Rudolf-Steiner-Str.,1,38120,Braunschweig,Poststelle@fa-fust-bs.niedersachsen.de,
58,FA159,2391,Hannover für Fahndung und Strafsachen,Göttinger Chaus.,83,30459,Hannover,Poststelle@fa-fust-h.niedersachsen.de,
59,FA160,2392,Lüneburg für Fahndung und Strafsachen,Horst-Nickel-Str.,6,21337,Lüneburg,Poststelle@fa-fust-lg.niedersachsen.de,
60,FA161,2393,Oldenburg für Fahndung und Strafsachen,Alter Postweg,13,26133,Oldenburg,Poststelle@fa-fust-ol.niedersachsen.de,
61,FA162,2457,Bremerhaven Bewertung Bremen,Gerhard-Rohlfs-Str.,32,28757,Bremen,office@FinanzamtBremerhaven.bremen.de,
62,FA163,2460,Bremen,Rudolf-Hilferding-Platz,1,28195,Bremen,office@fa-hb.bremen.de,
63,FA164,2471,Landeshauptkasse Bremen,Schillerstr.,22,28195,Bremen,office@lhk.bremen.de,
64,FA166,2475,Bremerhaven,Rickmersstr.,90,27568,Bremerhaven,office@FinanzamtBremerhaven.bremen.de,
65,FA167,2477,Bremerhaven Bewertung,Rickmersstr.,90,27568,Bremerhaven,office@FinanzamtBremerhaven.bremen.de,
66,FA168,2478,Bremen für Außenprüfung,Rudolf-Hilferding-Platz,1,28195,Bremen,office@fa-ap.bremen.de,
67,FA169,2485,Bremerhaven Arbeitnehmerbereich,Rickmersstr.,90,27568,Bremerhaven,office@FinanzamtBremerhaven.bremen.de,
68,FA170,2601,Alsfeld-Lauterbach Verwaltungsstelle Alsfeld,In der Rambach,11,36304,Alsfeld,Poststelle@FA-AL.Hessen.de,
69,FA171,2602,Hersfeld-Rotenburg Verwaltungsstelle Bad Hersfeld,Im Stift,7,36251,Bad Hersfeld,Poststelle@FA-HR.Hessen.de,
70,FA172,2603,Bad Homburg vor der Höhe,Kaiser-Friedrich-Promenade ,8-Oct,61284,Bad Homburg,Poststelle@FA-BHG.Hessen.de,
71,FA173,2604,Rheingau-Taunus Verwaltungsstelle Bad Schwalbach,Emser Str.,27,65307,Bad Schwalbach,Poststelle@FA-RT.Hessen.de,
72,FA174,2605,Bensheim,Berliner Ring,35,64625,Bensheim,Poststelle@FA-BEN.Hessen.de,
73,FA175,2606,Marburg-Biedenkopf Verwaltungsstelle Biedenkopf,Im Feldchen,2,35216,Biedenkopf,Poststelle@FA-MB.Hessen.de,
74,FA176,2607,Darmstadt,Soderstraße,30,64283,Darmstadt,Poststelle@FA-DAM.Hessen.de,
75,FA177,2608,Dieburg,Marienstraße,19,64807,Dieburg,Poststelle@FA-DIB.Hessen.de,
76,FA178,2609,Dillenburg,Wilhelmstraße,9,35683,Dillenburg,Poststelle@FA-DIL.Hessen.de,
77,FA179,2610,Eschwege-Witzenhausen Verwaltungsstelle Eschwege,Schlesienstraße,2,37269,Eschwege,Poststelle@FA-EW.Hessen.de,
78,FA180,2611,Korbach-Frankenberg Verwaltungsstelle Frankenberg,Geismarer Straße,16,35066,Frankenberg,Poststelle@FA-KF.Hessen.de,
79,FA181,2612,Frankfurt am Main II,Gutleutstraße,122,60327,Frankfurt,Poststelle@FA-FF2.Hessen.de,
80,FA182,2613,Frankfurt am Main I,Gutleutstraße,124,60327,Frankfurt,Poststelle@FA-FF1.Hessen.de,
81,FA183,2614,Frankfurt am Main IV,Gutleutstraße,118,60327,Frankfurt,Poststelle@FA-FF4.Hessen.de,
82,FA184,2615,Frankfurt am Main V-Höchst Verwaltungsstelle Höchst,Hospitalstraße,16,65929,Frankfurt,Poststelle@FA-FH.Hessen.de,
83,FA185,2616,Friedberg (Hessen),Leonhardstraße,10,61169,Friedberg,Poststelle@FA-FBG.Hessen.de,
84,FA186,2617,Bensheim Außenstelle Fürth,Erbacher Straße,23,64658,Fürth,Poststelle@FA-BEN.Hessen.de,
85,FA187,2618,Fulda,Königstraße,2,36037,Fulda,Poststelle@FA-FDA.Hessen.de,
86,FA188,2619,Gelnhausen,Frankfurter Straße,14,63571,Gelnhausen,Poststelle@FA-GEL.Hessen.de,
87,FA189,2620,Gießen,Schubertstraße,60,35392,Gießen,Poststelle@FA-GIS.Hessen.de,
88,FA190,2621,Groß-Gerau,Europaring,11,64521,Groß-Gerau,Poststelle@FA-GGE.Hessen.de,
89,FA191,2622,Hanau,Am Freiheitsplatz,2,63450,Hanau,Poststelle@FA-HAN.Hessen.de,
90,FA192,2623,Kassel II-Hofgeismar Verwaltungsstelle Hofgeismar,Altstädter Kirchplatz,10,34369,Hofgeismar,Poststelle@FA-KH.Hessen.de,
91,FA193,2624,Schwalm-Eder Verwaltungsstelle Fritzlar,Georgengasse,5,34560,Fritzlar,Poststelle@FA-SE.Hessen.de,
92,FA194,2625,Kassel I,Altmarkt,1,34125,Kassel,Poststelle@FA-KS1.Hessen.de,
93,FA195,2626,Kassel II-Hofgeismar Verwaltungsstelle Kassel,Altmarkt,1,34125,Kassel,Poststelle@FA-KH.Hessen.de,
94,FA196,2627,Korbach-Frankenberg Verwaltungsstelle Korbach,Medebacher Landstraße,29,34497,Korbach,Poststelle@FA-KF.Hessen.de,
95,FA197,2628,Langen,Zimmerstraße,27,63225,Langen,Poststelle@FA-LAN.Hessen.de,
96,FA198,2629,Alsfeld-Lauterbach Verwaltungsstelle Lauterbach,Am Alten Südbahnhof ,1,36341,Lauterbach,Poststelle@FA-AL.Hessen.de,
97,FA199,2630,Limburg-Weilburg Verwaltungsstelle Limburg,Walderdorffstraße,11,65549,Limburg,Poststelle@FA-LW.Hessen.de,
98,FA200,2631,Marburg-Biedenkopf Verwaltungsstelle Marburg,Robert-Koch-Straße,7,35037,Marburg,Poststelle@FA-MB.Hessen.de,
99,FA201,2632,Schwalm-Eder Verwaltungsstelle Melsungen,Kasseler Straße,31,34212,Melsungen,Poststelle@FA-SE.Hessen.de,
100,FA202,2633,Michelstadt,Erbacher Straße,48,64720,Michelstadt,Poststelle@FA-MIC.Hessen.de,
101,FA203,2634,Nidda,Schillerstraße,38,63667,Nidda,Poststelle@FA-NID.Hessen.de,
102,FA204,2635,Offenbach am Main I,Bieberer Straße,59,63065,Offenbach,Poststelle@FA-OF1.Hessen.de,
103,FA205,2636,Hersfeld-Rotenburg Verwaltungsstelle Rotenburg,Dickenrücker Straße,12,36224,Bad Hersfeld,Poststelle@FA-HR.Hessen.de,
104,FA206,2637,Rheingau-Taunus Verwaltungsstelle Rüdesheim,Hugo-Asbach-Straße,3,65385,Rüdesheim,Poststelle@FA-RT.Hessen.de,
105,FA207,2638,Limburg-Weilburg Verwaltungsstelle Weilburg,Kruppstraße,1,35781,Weilburg,Poststelle@FA-LW.Hessen.de,
106,FA208,2639,Wetzlar,Frankfurter Straße,59,35578,Wetzlar,Poststelle@FA-WEZ.Hessen.de,
107,FA209,2640,Wiesbaden I,Dostojewskistraße,8,65187,Wiesbaden,Poststelle@FA-WI1.Hessen.de,
108,FA21,1010,Saarlouis,Gaswerkweg,25,66740,Saarlouis,poststelle@fasls.saarland.de,
109,FA210,2641,Eschwege-Witzenhausen Verwaltungsstelle Witzenhausen,Südbahnhofstraße,37,37213,Witzenhausen,Poststelle@FA-EW.Hessen.de,
110,FA211,2642,Schwalm-Eder Verwaltungsstelle Schwalmstadt,Landgraf-Philipp-Straße,15,34613,Schwalmstadt,Poststelle@FA-SE.Hessen.de,
111,FA212,2643,Wiesbaden II,Dostojewskistraße,8,65187,Wiesbaden,Poststelle@FA-WI2.Hessen.de,
112,FA213,2644,Offenbach am Main II,Bieberer Straße,59,63065,Offenbach,Poststelle@FA-OF2.Hessen.de,
113,FA214,2645,Frankfurt am Main III,Gutleutstraße,120,60327,Frankfurt,Poststelle@FA-FF3.Hessen.de,
114,FA215,2646,Hofheim am Taunus,Nordring,4,65719,Hofheim,Poststelle@FA-HOH.Hessen.de,
115,FA216,2647,Frankfurt am Main V-Höchst Verwaltungsstelle Frankfurt,Gutleutstraße,116,60327,Frankfurt,Poststelle@FA-FH.Hessen.de,
116,FA217,2701,Bad Neuenahr-Ahrweiler,Römerstr.,5,53474,Bad Neuenahr-Ahrweiler,Poststelle@fa-aw.fin-rlp.de,
117,FA218,2702,Altenkirchen-Hachenburg,Frankfurter Str.,21,57610,Altenkirchen,Poststelle@fa-ak.fin-rlp.de,
118,FA219,2706,Bad Kreuznach,Ringstr.,10,55543,Bad Kreuznach,Poststelle@fa-kh.fin-rlp.de,
119,FA22,1020,Merzig,Am Gaswerk,,66663,Merzig,poststelle@famzg.saarland.de,
120,FA220,2708,Bingen-Alzey,Rochusallee,10,55411,Bingen,Poststelle@fa-bi.fin-rlp.de,
121,FA221,2709,Idar-Oberstein,Hauptstraße,199,55743,Idar-Oberstein,Poststelle@fa-io.fin-rlp.de,
122,FA222,2710,Bitburg-Prüm,Kölner Straße,20,54634,Bitburg,Poststelle@fa-bt.fin-rlp.de,
123,FA223,2713,Landesfinanzkasse Daun,Berliner Straße,1,54550,Daun,poststelle@lfk.fin-rlp.de,
124,FA226,2719,Kaiserslautern,Eisenbahnstr.,56,67655,Kaiserslautern,Poststelle@fa-kl.fin-rlp.de,
125,FA228,2722,Koblenz,Ferdinand-Sauerbruch-Str.,19,56073,Koblenz,Poststelle@fa-ko.fin-rlp.de,
126,FA229,2723,Kusel-Landstuhl,Trierer Str.,46,66869,Kusel,Poststelle@fa-ku.fin-rlp.de,
127,FA23,1030,Neunkirchen,Uhlandstr.,1,66512,Neunkirchen,poststelle@fank.saarland.de,
128,FA230,2724,Landau,Weißquartierstr.,13,76829,Landau,Poststelle@fa-ld.fin-rlp.de,
129,FA232,2726,Mainz,Schillerstr.,13,55116,Mainz,poststelle@fa-mz.fin-rlp.de,
130,FA233,2727,Ludwigshafen,Bayernstr.,39,67061,Ludwigshafen,Poststelle@fa-lu.fin-rlp.de,
131,FA235,2729,Mayen,Westbahnhofstr.,11,56727,Mayen,Poststelle@fa-my.fin-rlp.de,
132,FA236,2730,Montabaur-Diez,Koblenzer Str.,15,56410,Montabaur,Poststelle@fa-mt.fin-rlp.de,
133,FA237,2731,Neustadt,Konrad-Adenauer-Str.,26,67433,Neustadt,Poststelle@fa-nw.fin-rlp.de,
134,FA238,2732,Neuwied,Augustastr.,70,56564,Neuwied,Poststelle@fa-nr.fin-rlp.de,
135,FA239,2734,Kusel-Landstuhl für Erb/Schenk.St. Saarland,Trierer Str.,46,66869,Kusel,Poststelle@fa-ku.fin-rlp.de,
136,FA24,1040,Saarbrücken Am Stadtgraben,Am Stadtgraben,2,66111,Saarbrücken,poststelle@fasb.saarland.de,
137,FA240,2735,Pirmasens,Kaiserstr.,2,66955,Pirmasens,Poststelle@fa-ps.fin-rlp.de,
138,FA242,2740,Simmern-Zell,Schlossstr.,42,56856,Zell,Poststelle@fa-si.fin-rlp.de,
139,FA243,2741,Speyer-Germersheim,Johannesstr.,9,67346,Speyer,Poststelle@fa-sp.fin-rlp.de,
140,FA244,2742,Trier,Hubert-Neuerburg-Str.,1,54290,Trier,Poststelle@fa-tr.fin-rlp.de,
141,FA245,2743,Wittlich,Unterer Sehlemet,15,54516,Wittlich,Poststelle@fa-wi.fin-rlp.de,
142,FA246,2744,Worms-Kirchheimbolanden,Karlsplatz,6,67549,Worms,Poststelle@fa-wo.fin-rlp.de,
143,FA248,2801,Offenburg Außenstelle Achern,Martinstr.,50,77604,Offenburg,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
144,FA249,2804,Villingen-Schwenningen Außenstelle Donaueschingen,Käferstr.,25,78166,Donaueschingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
145,FA25,1055,Saarbrücken MainzerStr,Mainzer Str.,109,66121,Saarbrücken,poststelle@fasbm.saarland.de,
146,FA250,2805,Emmendingen,Bahnhofstr.,3,79312,Emmendingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
147,FA251,2806,Freiburg-Stadt,Sautierstr.,24,79104,Freiburg,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
148,FA252,2807,Freiburg-Land,Stefan-Meier-Str.,133,79104,Freiburg,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
149,FA253,2808,Offenburg Außenstelle Kehl,Ludwig-Trick-Str.,1,77604,Offenburg,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
150,FA254,2809,Konstanz,Byk-Gulden-Str.,2,78467,Konstanz,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
151,FA255,2810,Lahr,Gerichtstr.,5,77933,Lahr,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
152,FA256,2811,Lörrach,Luisenstr.,10,79539,Lörrach,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
153,FA257,2812,Müllheim,Goethestr.,11,79379,Müllheim,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
154,FA258,2813,Freiburg-Land Außenstelle Titisee-Neustadt,Goethestr.,5,79822,Titisee-Neustadt,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
155,FA259,2814,Offenburg,Zeller Str.,1,77654,Offenburg,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
156,FA26,1060,St. Wendel,Marienstr.,27,66606,St. Wendel,poststelle@fawnd.saarland.de,
157,FA260,2815,Rottweil Außenstelle Oberndorf,Körnerstr.,28,78628,Rottweil,poststelle-19@finanzamt.bwl.de,
158,FA261,2816,Waldshut-Tiengen Außenstelle Bad Säckingen,Werderstr.,5,79713,Bad Säckingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
159,FA262,2818,Singen,Alpenstr.,9,78224,Singen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
160,FA263,2819,Rottweil,Körnerstr.,28,78628,Rottweil,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
161,FA264,2820,Waldshut-Tiengen,Bahnhofstr.,11,79761,Waldshut-Tiengen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
162,FA265,2821,Tuttlingen,Zeughausstr.,91,78532,Tuttlingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
163,FA266,2822,Villingen-Schwenningen,Weiherstr.,7,78050,Villingen-Schwenningen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
164,FA267,2823,Offenburg Außenstelle Wolfach,Hauptstr.,55,77604,Offenburg,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
165,FA268,2830,Bruchsal,Schönbornstr.,1,76646,Bruchsal,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
166,FA269,2831,Ettlingen,Pforzheimer Str.,16,76275,Ettlingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
167,FA27,1070,Saarbrücken Am Stadtgraben - Außenst. Sulzbach,Vopeliusstr.,8,66280,Sulzbach,poststelle@fasb.saarland.de,
168,FA270,2832,Heidelberg,Maaßstr.,32,69123,Heidelberg,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
169,FA271,2833,Baden-Baden,Stephanienstr.,13,76530,Baden-Baden,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
170,FA272,2834,Karlsruhe-Durlach,Prinzessenstr.,2,76227,Karlsruhe,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
171,FA273,2835,Karlsruhe-Stadt,Durlacher Allee ,29,76131,Karlsruhe,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
172,FA274,2836,Baden-Baden Außenstelle Bühl,Alban-Stolz-Str.,8,77815,Bühl,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
173,FA275,2837,Mannheim-Neckarstadt,L3,10,68161,Mannheim,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
174,FA276,2838,Mannheim-Stadt,L3,10,68161,Mannheim,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
175,FA277,2839,Rastatt,An der Ludwigsfeste,3,76437,Rastatt,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
176,FA278,2840,Mosbach,Pfalzgraf-Otto-Str.,5,74821,Mosbach,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
177,FA279,2841,Pforzheim,Moltkestr.,8,75179,Pforzheim,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
178,FA28,1075,Homburg,Schillerstr.,15,66424,Homburg,poststelle@fahom.saarland.de,
179,FA280,2842,Freudenstadt,Musbacher Str.,33,72250,Freudenstadt,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
180,FA281,2843,Schwetzingen,Schloss,,68723,Schwetzingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
181,FA282,2844,Sinsheim,Bahnhofstr.,27,74889,Sinsheim,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
182,FA283,2845,Calw,Klosterhof,1,75365,Calw,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
183,FA284,2846,Mosbach Außenstelle Walldürn,Albert-Schneider-Str.,1,74731,Walldürn,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
184,FA285,2847,Weinheim,Weschnitzstr.,2,69469,Weinheim,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
185,FA286,2848,Mühlacker,Konrad-Adenauer-Platz,6,75417,Mühlacker,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
186,FA287,2849,Pforzheim Außenstelle Neuenbürg,Wildbader Str.,107,75305,Neuenbürg,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
187,FA288,2850,Aalen,Bleichgartenstr.,17,73431,Aalen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
188,FA289,2851,Backnang,Spinnerei,48,71522,Backnang,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
189,FA29,1085,Homburg - Außenst. St. Ingbert,Rentamtstr.,39,66386,St. Ingbert,poststelle@fahom.saarland.de,
190,FA290,2852,Tauberbischofsheim Außenstelle Bad Mergentheim,Schloss,7,97980,Bad Mergentheim,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
191,FA291,2853,Balingen,Jakob-Beutter-Str.,4,72336,Balingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
192,FA292,2854,Biberach,Bahnhofstr.,11,88400,Biberach,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
193,FA293,2855,Bietigheim-Bissingen,Kronenbergstr.,13,74321,Bietigheim-Bissingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
194,FA294,2856,Böblingen,Talstr.,46,71034,Böblingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
195,FA295,2857,Schwäbisch Hall Außenstelle Crailsheim,Bahnhofstr.,25,74523,Schwäbisch Hall,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
196,FA296,2858,Ehingen,Hehlestr.,19,89584,Ehingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
197,FA297,2859,Esslingen,Entengrabenstr.,11,73728,Esslingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
198,FA298,2861,Friedrichshafen,Ehlersstr.,13,88046,Friedrichshafen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
199,FA299,2862,Göppingen Außenstelle Geislingen,Gartenstr.,42,73033,Göppingen,,"https://finanzamt-bw.fv-bwl.de/,Lde/Startseite/Service/Kontaktformular"
